cellline,drug,ic50,tissue
ACH-000551,54676905,5.252878,LCML
ACH-000007,9967941,3.270791,COAD/READ
ACH-000559,11338033,0.354191,SCLC
ACH-000823,11647372,0.303055,ESCA
ACH-000197,56965967,4.192695,ALL
ACH-000006,9868037,3.64374,LAML
ACH-000811,4263900,2.790969,OV
ACH-000075,44462760,3.569477,GBM
ACH-000121,9967941,4.280107,LUAD
ACH-000866,56965967,0.144392,SCLC
ACH-000358,5311510,3.249651,SCLC
ACH-000423,9911830,0.449802,SKCM
ACH-000948,6918848,-0.863162,STAD
ACH-000830,44632017,2.003703,SCLC
ACH-000905,44632017,0.023641,BLCA
ACH-000055,16722836,4.806889,MB
ACH-000155,10451420,6.196328,PAAD
ACH-000061,44224160,-2.669192,ALL
ACH-000527,5460769,3.064733,OV
ACH-000332,11493598,5.741518,PAAD
ACH-000548,9967941,4.864308,HNSC
ACH-000792,159324,1.491458,KIRC
ACH-000219,4263900,1.807963,SKCM
ACH-000861,5394,5.761846,LUAD
ACH-000934,9956222,1.305873,BRCA
ACH-000092,447912,5.514009,MESO
ACH-000196,10027278,1.900038,BRCA
ACH-000227,448013,-2.810825,NB
ACH-000441,5113032,5.853326,SKCM
ACH-000104,3796,3.296895,ALL
ACH-000257,5460769,2.502476,SCLC
ACH-000995,46224516,1.925145,ALL
ACH-000574,46931012,4.586708,OV
ACH-000614,637858,1.006176,SKCM
ACH-000652,6450816,-1.615719,PAAD
ACH-000754,3796,4.498614,NA
ACH-000235,11634725,3.183019,PAAD
ACH-000860,9874913,2.672164,LUAD
ACH-000562,6450816,-2.920078,LUAD
ACH-000979,9956222,3.178144,PRAD
ACH-000530,10451420,5.312671,SCLC
ACH-000740,3463933,1.606704,HNSC
ACH-000273,6852167,2.402757,LGG
ACH-000425,11634725,3.40885,SKCM
ACH-000335,9910224,5.431448,MESO
ACH-000744,11373846,6.309981,LUAD
ACH-000372,16725726,2.358081,ALL
ACH-000042,5460769,1.252119,PAAD
ACH-000341,6445562,2.381977,NB
ACH-000563,2733526,2.348016,LUSC
ACH-000694,2733526,3.797833,ESCA
ACH-000257,11404337,-0.448051,SCLC
ACH-000759,25257557,5.448943,BRCA
ACH-000318,9884685,1.973034,ESCA
ACH-000628,637858,1.449572,LUAD
ACH-000861,2375,2.532212,LUAD
ACH-000886,6753378,1.012977,LUAD
ACH-000232,10200390,2.955668,GBM
ACH-000245,11373846,1.897907,DLBC
ACH-000149,4263900,4.870217,NB
ACH-000609,11625818,4.324106,GBM
ACH-000978,54685215,0.565204,UCEC
ACH-000935,5311510,2.877128,COAD/READ
ACH-000059,9911830,-2.328382,ALL
ACH-000654,46224516,1.932662,DLBC
ACH-000915,16722836,2.537367,SKCM
ACH-000699,44462760,4.168745,BRCA
ACH-000463,176167,5.311138,NA
ACH-000775,25102847,5.691946,NA
ACH-000756,5746,-2.654399,LGG
ACH-000767,66577006,4.197625,SCLC
ACH-000484,447912,4.553291,KIRC
ACH-000914,11625818,3.331986,DLBC
ACH-000111,44551660,1.667831,BRCA
ACH-000843,24889392,2.961064,LUSC
ACH-000656,11178236,-5.663767,DLBC
ACH-001075,10027278,1.344575,NA
ACH-000207,9967941,5.177987,HNSC
ACH-000118,25167777,-3.454792,PAAD
ACH-000464,49836027,1.551503,GBM
ACH-000326,11404337,0.036132,LCML
ACH-000273,24951314,0.387645,LGG
ACH-000004,3218,2.467021,LAML
ACH-000579,5394,5.036051,SKCM
ACH-000613,16725726,4.378719,SARC
ACH-000132,2733526,4.381646,OV
ACH-000918,5394,4.465799,ALL
ACH-000649,44462760,3.316477,KIRC
ACH-000136,44143370,2.96098,NB
ACH-000559,9910224,6.108825,SCLC
ACH-000137,10074640,2.78703,GBM
ACH-000800,5289247,5.623398,SCLC
ACH-000716,9884685,0.304907,THCA
ACH-000456,9858940,3.128102,THCA
ACH-000754,5494449,2.945305,NA
ACH-000183,11485656,2.135429,MM
ACH-000295,24951314,0.481497,LCML
ACH-000065,2726824,3.663534,LAML
ACH-000421,54676905,5.756385,COAD/READ
ACH-000665,9884685,-0.655298,LUSC
ACH-000864,11647372,-1.910286,UCEC
ACH-000624,2375,4.35124,BRCA
ACH-000663,521106,4.807604,OV
ACH-000985,5280757,-1.943686,COAD/READ
ACH-000114,10027278,2.147358,PAAD
ACH-000386,46224516,4.932195,LAML
ACH-000092,44632017,1.489581,MESO
ACH-000042,49806720,4.212455,PAAD
ACH-000364,2733526,4.356466,SARC
ACH-000094,11707110,-5.30489,PAAD
ACH-000640,71271629,3.766353,SKCM
ACH-000749,4263900,2.238865,SCLC
ACH-000789,53340664,1.996066,NA
ACH-000654,11404337,0.725408,DLBC
ACH-000361,54676905,4.337292,LIHC
ACH-000900,8249,7.727754,LUAD
ACH-000790,10113978,3.814172,SCLC
ACH-000561,53394750,5.148493,ESCA
ACH-000812,11617559,5.628866,SKCM
ACH-000888,11640390,4.615957,LUAD
ACH-000378,11617559,5.275493,LUAD
ACH-000118,9858940,5.307758,PAAD
ACH-000609,57339144,2.143528,GBM
ACH-000376,11373846,4.605153,GBM
ACH-000743,9884685,1.023146,SCLC
ACH-000132,9911830,0.909687,OV
ACH-000743,6450816,-0.913784,SCLC
ACH-000201,11338033,0.519185,SARC
ACH-000219,447912,4.204535,SKCM
ACH-000643,42642645,1.006114,BRCA
ACH-000616,24772860,-0.0782,STAD
ACH-000038,56962337,2.192602,CLL
ACH-000826,8249,6.055989,UNABLE TO CLASSIFY
ACH-000893,9903786,5.617486,LUAD
ACH-000386,6445533,-3.321423,LAML
ACH-000309,6918638,0.846668,LUAD
ACH-000197,9549184,1.269438,ALL
ACH-000457,10113978,1.701183,KIRC
ACH-000151,49836027,-1.342425,DLBC
ACH-000148,78243717,5.125351,BRCA
ACH-000260,49806720,4.14223,NB
ACH-000223,3463933,2.044171,BRCA
ACH-000386,11754511,1.35333,LAML
ACH-000610,24894414,2.493771,SCLC
ACH-000250,5394,6.090414,KIRC
ACH-000650,25257557,2.189418,SKCM
ACH-000421,44632017,3.389686,COAD/READ
ACH-000226,36314,-5.470332,NA
ACH-000139,10096043,-4.311847,PAAD
ACH-000052,3385,4.718054,SARC
ACH-000144,53340664,0.696955,STAD
ACH-000943,16747388,1.170474,COAD/READ
ACH-000486,56962337,1.812661,BLCA
ACH-000427,57339144,3.425943,STAD
ACH-000914,4263900,2.995936,DLBC
ACH-000718,46885626,4.811319,LUAD
ACH-000997,24785538,1.954994,COAD/READ
ACH-000267,46224516,2.912085,NA
ACH-000660,11493598,4.426419,DLBC
ACH-000504,6914657,-0.203149,GBM
ACH-000378,11373846,4.050007,LUAD
ACH-000610,9952773,6.067754,SCLC
ACH-000146,5746,-0.517353,LAML
ACH-000151,42640,0.018629,DLBC
ACH-000171,16722836,2.487654,KIRC
ACH-000759,46931012,6.041058,BRCA
ACH-000879,5460769,0.723141,UCEC
ACH-000469,11634725,4.442862,GBM
ACH-000287,71271629,2.251075,DLBC
ACH-000905,16722836,1.420266,BLCA
ACH-000350,5746,1.170171,COAD/READ
ACH-000399,11617559,5.3267,SCLC
ACH-000881,11707110,-4.399417,SKCM
ACH-000350,78243717,5.729176,COAD/READ
ACH-000149,447912,4.666958,NB
ACH-000874,4263900,2.018621,ALL
ACH-000243,66577006,4.666873,PAAD
ACH-000880,11634725,0.690501,STAD
ACH-000336,6445562,-0.351689,LAML
ACH-000853,44551660,5.389491,NA
ACH-000573,44819241,1.509802,BRCA
ACH-000222,24785538,1.630879,PAAD
ACH-000896,11178236,-4.282989,BLCA
ACH-000009,54685215,0.105915,COAD/READ
ACH-000403,24894414,3.08794,COAD/READ
ACH-000452,11178236,1.817929,ESCA
ACH-000381,11178236,-2.929215,COAD/READ
ACH-000358,16720766,0.130498,SCLC
ACH-000939,637858,0.346996,SARC
ACH-000171,6852167,3.050505,KIRC
ACH-000469,71271629,1.808918,GBM
ACH-000188,11485656,2.748902,HNSC
ACH-000818,56965967,4.249764,BRCA
ACH-000716,11493598,5.155108,THCA
ACH-000493,11493598,5.735841,LIHC
ACH-000688,16747388,1.737629,OV
ACH-000985,10461815,2.962621,COAD/READ
ACH-001106,10451420,3.153542,ALL
ACH-000639,2375,2.187221,SCLC
ACH-000960,25102847,1.394924,ALL
ACH-000949,3796,4.487271,STAD
ACH-000061,9858940,3.578625,ALL
ACH-000232,6918848,-1.956173,GBM
ACH-000530,9868037,4.632771,SCLC
ACH-000065,9956222,1.134503,LAML
ACH-000228,11282283,4.864499,HNSC
ACH-000544,9903786,4.059268,ESCA
ACH-000176,11338033,3.578801,LUSC
ACH-000470,11647372,-0.153746,COAD/READ
ACH-000292,85668777,5.763711,SCLC
ACH-000656,24785538,0.638983,DLBC
ACH-000380,53394750,2.184459,MM
ACH-000394,9874913,4.83415,SCLC
ACH-000002,57339144,2.142731,LAML
ACH-000973,25167777,-0.324776,BLCA
ACH-000980,16663089,2.774966,NA
ACH-000371,25257557,2.131728,DLBC
ACH-000987,3385,5.265005,SKCM
ACH-000178,16725726,5.779317,PAAD
ACH-000146,3218,3.509233,LAML
ACH-000589,11338033,-0.893322,LUAD
ACH-000060,25167777,-4.930492,PAAD
ACH-000375,4263900,3.515501,SARC
ACH-000488,71271629,2.3923,ESCA
ACH-000308,44632017,3.055512,OV
ACH-000465,31703,1.001169,SKCM
ACH-000493,446378,-5.413322,LIHC
ACH-000936,11338033,1.019668,OV
ACH-000788,24951314,2.521474,SKCM
ACH-000392,11754511,3.577442,LUAD
ACH-000320,446378,-6.228269,PAAD
ACH-000681,2375,4.280933,LUAD
ACH-000730,3385,5.035039,SKCM
ACH-000986,11178236,3.265826,COAD/READ
ACH-000639,11373846,4.033469,SCLC
ACH-000320,9874913,3.592036,PAAD
ACH-000168,10302451,2.947769,LAML
ACH-000660,85668777,5.596648,DLBC
ACH-000264,9810884,4.59813,LUAD
ACH-000018,16747388,3.734285,BLCA
ACH-000613,159324,-0.45982,SARC
ACH-000060,11640390,0.393293,PAAD
ACH-000301,5494449,-0.99888,LCML
ACH-000536,11493598,6.206404,BRCA
ACH-000878,3218,3.124276,LUSC
ACH-000559,53340664,5.133067,SCLC
ACH-000930,42642645,0.601893,BRCA
ACH-000227,16722836,3.676967,NB
ACH-000207,6445533,-2.615407,HNSC
ACH-000372,25257557,-1.074985,ALL
ACH-000628,46224516,2.844486,LUAD
ACH-000358,56962337,1.923735,SCLC
ACH-000151,5311510,2.21223,DLBC
ACH-000440,16747388,0.67248,DLBC
ACH-000309,6450816,-0.486279,LUAD
ACH-000408,9911830,0.983475,ESCA
ACH-000821,25126798,1.637007,MM
ACH-000004,10390396,2.034792,LAML
ACH-000098,11373846,4.693826,LGG
ACH-000311,10027278,1.317639,LUAD
ACH-000059,3796,2.532409,ALL
ACH-000423,159324,1.177565,SKCM
ACH-000561,24785538,-0.527715,ESCA
ACH-000603,53394750,4.65024,UNABLE TO CLASSIFY
ACH-000379,8249,11.071444,LUAD
ACH-000327,9863776,3.17846,LUAD
ACH-000979,16720766,-0.500252,PRAD
ACH-000394,54676905,4.953556,SCLC
ACH-000372,10200390,1.236144,ALL
ACH-000232,447912,3.698121,GBM
ACH-000322,5494449,-0.8677,SKCM
ACH-000392,10096043,-3.095451,LUAD
ACH-000555,60750,3.302731,KIRC
ACH-000784,11485656,2.661392,ESCA
ACH-000740,5494449,2.291813,HNSC
ACH-000434,2733526,4.251233,NA
ACH-000061,49821040,3.580462,ALL
ACH-000624,9967941,4.714197,BRCA
ACH-000365,53394750,2.938752,DLBC
ACH-000386,11844351,1.677987,LAML
ACH-000750,10302451,1.740317,SKCM
ACH-000871,11404337,0.403184,SCLC
ACH-000201,24772860,-1.454575,SARC
ACH-000271,9952773,1.208375,DLBC
ACH-000408,49821040,4.165953,ESCA
ACH-000443,447912,6.663522,OV
ACH-000805,44632017,1.985208,SKCM
ACH-000142,9813758,3.769501,BLCA
ACH-000441,9952773,5.226388,SKCM
ACH-000805,9858940,3.57731,SKCM
ACH-000104,16038120,1.037172,ALL
ACH-000375,6918848,2.331243,SARC
ACH-000767,44462760,4.818387,SCLC
ACH-000803,46224516,2.031772,SCLC
ACH-000881,11282283,4.103069,SKCM
ACH-000189,4263900,6.827335,KIRC
ACH-000886,60750,-5.227157,LUAD
ACH-000810,56962337,1.96317,SKCM
ACH-000903,16722836,2.761462,THCA
ACH-000106,16720766,-0.838999,CLL
ACH-000452,56962337,1.971072,ESCA
ACH-000488,159324,0.588427,ESCA
ACH-000559,36314,-2.808457,SCLC
ACH-000937,16038120,0.104007,ALL
ACH-000169,24785538,-1.752526,SARC
ACH-000876,24889392,3.634249,BRCA
ACH-000703,9858940,4.724185,SCLC
ACH-000674,54676905,5.323195,STAD
ACH-000318,10027278,0.844406,ESCA
ACH-000738,16725726,5.172214,GBM
ACH-000372,46224516,1.479519,ALL
ACH-000176,8249,7.933454,LUSC
ACH-000250,46943432,5.822859,KIRC
ACH-000491,644215,0.747573,COAD/READ
ACH-000117,44462760,3.76144,BRCA
ACH-000784,5460769,1.770781,ESCA
ACH-000451,25126798,4.285694,LUAD
ACH-000927,2375,4.736569,BRCA
ACH-000525,25195352,3.560823,SCLC
ACH-000906,25195352,3.608997,OV
ACH-000960,10302451,2.40581,ALL
ACH-000563,16720766,-1.45835,LUSC
ACH-000161,5289247,1.392058,LUAD
ACH-000389,24889392,2.496162,LGG
ACH-000075,31703,-1.353941,GBM
ACH-000430,60750,-2.70839,UNABLE TO CLASSIFY
ACH-000135,78243717,5.34836,SKCM
ACH-000019,66577006,5.531013,BRCA
ACH-000416,9810884,4.739405,LUAD
ACH-000501,6445562,0.353883,COAD/READ
ACH-000644,11364421,0.448564,SKCM
ACH-000361,24785538,0.399631,LIHC
ACH-000099,10390396,2.53171,NB
ACH-000106,447912,3.962272,CLL
ACH-001190,76044,3.828432,SKCM
ACH-000794,10390396,2.691446,HNSC
ACH-000372,11493598,4.659901,ALL
ACH-000874,25022668,1.569773,ALL
ACH-000301,20635522,2.373921,LCML
ACH-000826,82146,1.337265,UNABLE TO CLASSIFY
ACH-000343,54676905,4.834089,LUAD
ACH-000198,5494449,-1.39547,LAML
ACH-000425,24894414,3.944322,SKCM
ACH-000341,25124816,2.714103,NB
ACH-000096,447912,4.340507,SARC
ACH-000315,53340664,2.425183,DLBC
ACH-000451,5460769,3.902483,LUAD
ACH-000420,11282283,1.268905,LIHC
ACH-000480,8249,7.703375,LIHC
ACH-000522,9874913,3.130587,BLCA
ACH-000733,9910224,6.3899,LUAD
ACH-000244,56965967,4.811778,GBM
ACH-000585,44143370,3.071465,LUSC
ACH-000852,2375,4.479943,LUAD
ACH-000755,9826308,-1.066045,BRCA
ACH-000654,5280757,-2.33201,DLBC
ACH-000401,24756910,2.428926,SKCM
ACH-000148,9911830,0.889535,BRCA
ACH-000781,11640390,2.471525,LUAD
ACH-000232,10027278,2.6277,GBM
ACH-000979,10027278,0.874118,PRAD
ACH-000132,6445562,2.085143,OV
ACH-000114,11634725,4.03138,PAAD
ACH-000546,9911830,1.125957,HNSC
ACH-000585,44632017,0.345586,LUSC
ACH-000493,42640,0.77455,LIHC
ACH-000116,11707110,1.016962,OV
ACH-000750,42640,5.228617,SKCM
ACH-000647,446378,-4.438422,ESCA
ACH-000107,9884685,1.015043,PAAD
ACH-000738,76044,1.205013,GBM
ACH-000062,44551660,2.323418,LUAD
ACH-001307,11640390,2.318494,THCA
ACH-000386,57339144,1.63394,LAML
ACH-000096,9903786,2.288908,SARC
ACH-000627,11617559,5.258344,NA
ACH-000816,2375,2.320613,SCLC
ACH-000756,71271629,1.141323,LGG
ACH-000223,85668777,6.144283,BRCA
ACH-000555,9910224,6.621116,KIRC
ACH-000094,2726824,3.122355,PAAD
ACH-000137,5113032,4.018197,GBM
ACH-000755,9863776,2.608721,BRCA
ACH-000947,25195352,4.624814,OV
ACH-000189,3463933,3.362804,KIRC
ACH-000558,16725726,4.855627,GBM
ACH-000647,10096043,-4.434699,ESCA
ACH-000544,78243717,3.229908,ESCA
ACH-000586,57339144,1.34955,SCLC
ACH-000960,637858,1.471817,ALL
ACH-000295,3062316,-5.766013,LCML
ACH-000824,24772860,-0.551988,ESCA
ACH-000703,644215,-1.289016,SCLC
ACH-000565,25126798,4.985096,COAD/READ
ACH-000394,521106,3.022117,SCLC
ACH-000786,44632017,1.590844,DLBC
ACH-000304,24889392,0.507007,SKCM
ACH-000609,44819241,1.295167,GBM
ACH-000655,82146,3.189167,GBM
ACH-000254,704473,5.396735,HNSC
ACH-000486,9911830,0.560097,BLCA
ACH-000879,25126798,4.410588,UCEC
ACH-000806,24756910,3.189505,NA
ACH-000211,16722836,3.015054,MB
ACH-000429,16725726,4.883242,KIRC
ACH-000684,9956222,2.710368,KIRC
ACH-000190,76044,0.730226,NA
ACH-000670,2375,4.198552,SCLC
ACH-000308,54676905,5.674079,OV
ACH-000211,6445562,0.033481,MB
ACH-000969,25022668,-0.642869,COAD/READ
ACH-000804,24756910,2.171008,NB
ACH-000440,25022668,3.288607,DLBC
ACH-000149,53340664,2.526179,NB
ACH-000294,448013,-6.808671,LAML
ACH-000784,16725726,4.268102,ESCA
ACH-000743,24772860,-1.022883,SCLC
ACH-000650,10074640,2.875941,SKCM
ACH-000323,24894414,4.40799,GBM
ACH-000384,9868037,4.573906,BLCA
ACH-000476,3385,3.834792,LIHC
ACH-000725,10200390,1.957235,BRCA
ACH-000755,42642645,1.866668,BRCA
ACH-000750,11754511,1.545116,SKCM
ACH-000896,3218,2.70321,BLCA
ACH-000007,521106,6.057823,COAD/READ
ACH-000092,9813758,5.961077,MESO
ACH-000910,31703,0.929955,BRCA
ACH-000551,6450816,-3.66252,LCML
ACH-000841,5113032,4.794331,LUAD
ACH-000971,54685215,-0.021498,COAD/READ
ACH-000573,447912,5.444187,BRCA
ACH-000716,5460769,3.298204,THCA
ACH-000303,57339144,2.17031,STAD
ACH-000939,44819241,0.460586,SARC
ACH-000139,521106,4.304246,PAAD
ACH-000987,11178236,-4.490684,SKCM
ACH-000876,3463933,1.610348,BRCA
ACH-000613,44551660,3.378843,SARC
ACH-000798,71271629,4.304783,COAD/READ
ACH-000303,5394,5.225617,STAD
ACH-000983,5494449,-1.314548,LCML
ACH-000821,76044,1.791146,MM
ACH-000264,46191454,2.029033,LUAD
ACH-000226,9903786,1.381117,NA
ACH-000881,24756910,-1.26208,SKCM
ACH-000706,25126798,6.505625,LUAD
ACH-000181,6852167,1.734451,HNSC
ACH-000522,9903786,2.444536,BLCA
ACH-000452,10027278,-0.366315,ESCA
ACH-000664,25102847,2.875939,NA
ACH-000998,76044,4.799191,COAD/READ
ACH-000362,9874913,3.545721,LAML
ACH-000151,9956222,0.898243,DLBC
ACH-000291,46843772,2.796557,OV
ACH-000800,11485656,2.778317,SCLC
ACH-000456,24756910,-1.26875,THCA
ACH-000504,5311510,2.32492,GBM
ACH-000521,5394,5.9315,LUAD
ACH-001307,46224516,1.690041,THCA
ACH-000114,46191454,1.185917,PAAD
ACH-000803,2726824,4.280215,SCLC
ACH-000318,3062316,-2.809434,ESCA
ACH-000111,24785538,0.589916,BRCA
ACH-000679,53394750,6.01176,ESCA
ACH-000438,5394,6.283784,NA
ACH-000295,24894414,2.460794,LCML
ACH-000905,6445533,-3.605379,BLCA
ACH-000105,11338033,-2.267868,ALL
ACH-000864,46885626,1.215302,UCEC
ACH-000706,25022668,5.927603,LUAD
ACH-000196,53340664,2.47061,BRCA
ACH-000913,10113978,0.496883,UCEC
ACH-000403,57339144,2.930859,COAD/READ
ACH-000090,16720766,-0.850837,PRAD
ACH-000065,9549184,2.36079,LAML
ACH-000979,53394750,4.706925,PRAD
ACH-001106,16038120,0.574472,ALL
ACH-000957,9903786,3.90234,COAD/READ
ACH-000960,9874913,4.63021,ALL
ACH-000137,25022668,2.635064,GBM
ACH-000876,9910224,6.581727,BRCA
ACH-000504,2375,3.637166,GBM
ACH-000269,82146,4.419976,GBM
ACH-000135,4263900,3.234843,SKCM
ACH-000219,49806720,3.525973,SKCM
ACH-000346,10109823,3.709478,CLL
ACH-000679,9813758,4.061286,ESCA
ACH-000019,176167,5.694367,BRCA
ACH-000308,2733526,4.270432,OV
ACH-000817,44551660,1.497334,MM
ACH-000772,66577006,4.282795,SARC
ACH-000464,3062316,-0.303966,GBM
ACH-000615,3218,1.807234,SKCM
ACH-000188,46943432,4.296233,HNSC
ACH-000441,25022668,3.0349,SKCM
ACH-000483,6852167,2.531101,LIHC
ACH-000452,76044,0.193083,ESCA
ACH-000838,25257557,2.789204,MM
ACH-000589,2375,2.722933,LUAD
ACH-000258,16760646,-0.164129,BRCA
ACH-000226,42642645,-0.982666,NA
ACH-000421,4263900,3.107337,COAD/READ
ACH-000099,6753378,0.802695,NB
ACH-000981,46224516,0.474068,ALL
ACH-000915,46943432,2.095671,SKCM
ACH-000188,25124816,2.114915,HNSC
ACH-000059,11647372,-1.898012,ALL
ACH-000991,9903786,6.175977,COAD/READ
ACH-000121,44632017,2.337911,LUAD
ACH-000755,704473,4.743009,BRCA
ACH-000473,11338033,-0.679034,BLCA
ACH-000749,54685215,0.287616,SCLC
ACH-000991,46943432,5.967754,COAD/READ
ACH-001190,5394,5.591771,SKCM
ACH-000073,5329102,3.419332,DLBC
ACH-000679,44551660,5.023987,ESCA
ACH-000745,3218,2.54918,MM
ACH-000968,11493598,5.264135,SKCM
ACH-000670,5113032,4.917516,SCLC
ACH-000422,49806720,3.936286,LIHC
ACH-000196,10390396,3.685704,BRCA
ACH-000190,49806720,3.262334,NA
ACH-000389,9810884,5.356885,LGG
ACH-000662,25022668,1.196333,NA
ACH-000694,54685215,0.272011,ESCA
ACH-000866,6852167,-1.523835,SCLC
ACH-000827,3218,2.027612,SKCM
ACH-000841,9884685,1.166762,LUAD
ACH-000573,56962337,2.478488,BRCA
ACH-000949,637858,1.877445,STAD
ACH-000890,25257557,2.255552,SCLC
ACH-000628,25195352,5.720288,LUAD
ACH-000616,85668777,6.689329,STAD
ACH-000832,44819241,0.806007,HNSC
ACH-000452,9549184,-1.287277,ESCA
ACH-000425,9911830,0.594026,SKCM
ACH-000823,25022668,1.889466,ESCA
ACH-000818,5394,7.975953,BRCA
ACH-000326,10302451,1.182357,LCML
ACH-000980,10113978,3.499976,NA
ACH-000830,25124816,2.863567,SCLC
ACH-000616,71271629,2.250985,STAD
ACH-000155,11338033,2.677096,PAAD
ACH-000558,5460769,1.564405,GBM
ACH-000147,60750,0.79358,BRCA
ACH-000322,2726824,3.523235,SKCM
ACH-000641,82146,1.828556,LAML
ACH-000078,44143370,3.096353,NB
ACH-000139,16725726,4.569241,PAAD
ACH-000111,6852167,1.542117,BRCA
ACH-000665,54676905,3.880387,LUSC
ACH-000532,44462760,5.329151,COAD/READ
ACH-000365,10461815,1.572111,DLBC
ACH-000352,24756910,-0.967017,BRCA
ACH-000963,11625818,3.747783,COAD/READ
ACH-000644,9911830,1.091932,SKCM
ACH-000787,10096043,-4.001663,LUAD
ACH-000425,9967941,4.15955,SKCM
ACH-000060,5280757,-3.118576,PAAD
ACH-000530,10390396,1.22161,SCLC
ACH-000059,25126798,3.326026,ALL
ACH-000441,11625818,6.014359,SKCM
ACH-000287,9813758,2.126429,DLBC
ACH-000856,25257557,4.015305,BRCA
ACH-000364,9956222,4.448429,SARC
ACH-000410,66577006,6.703242,SARC
ACH-000978,85668777,6.456949,UCEC
ACH-000403,9910224,5.809437,COAD/READ
ACH-000335,9967941,4.977446,MESO
ACH-000186,57339144,3.213044,UNABLE TO CLASSIFY
ACH-000178,6918638,1.635212,PAAD
ACH-000656,9910224,4.425154,DLBC
ACH-000725,8249,4.643629,BRCA
ACH-000305,60750,1.583179,ESCA
ACH-000105,9956222,-0.312258,ALL
ACH-000117,25195352,5.077721,BRCA
ACH-000336,24772860,-2.607598,LAML
ACH-000007,6445562,0.190662,COAD/READ
ACH-000379,24894414,4.410549,LUAD
ACH-000383,176167,4.284579,ESCA
ACH-000697,76044,-0.333891,DLBC
ACH-000473,11493598,4.525447,BLCA
ACH-000355,11626560,2.030632,SCLC
ACH-000482,9884685,1.411785,LUAD
ACH-000748,16725726,2.96497,SARC
ACH-000953,42642645,0.138136,ALL
ACH-000641,46224516,2.233262,LAML
ACH-000222,9858940,2.837504,PAAD
ACH-000355,10461815,3.122836,SCLC
ACH-000566,44224160,-1.106756,BLCA
ACH-000770,5746,1.217175,LAML
ACH-000087,9863776,1.753261,SARC
ACH-000650,10451420,3.849003,SKCM
ACH-000484,446378,-4.92835,KIRC
ACH-000330,10390396,1.861628,BRCA
ACH-000476,10451420,3.429078,LIHC
ACH-000915,78243717,4.752225,SKCM
ACH-000778,46224516,1.644908,HNSC
ACH-000896,42640,1.725454,BLCA
ACH-000429,637858,1.584223,KIRC
ACH-000052,448013,-5.751432,SARC
ACH-000617,11404337,-1.40083,OV
ACH-000693,3218,2.091334,ESCA
ACH-000702,46885626,3.421022,NA
ACH-000408,2375,2.858179,ESCA
ACH-000733,5494449,4.130002,LUAD
ACH-000784,704473,5.312056,ESCA
ACH-000009,11626560,3.391564,COAD/READ
ACH-000114,5113032,5.676462,PAAD
ACH-000146,71271629,2.186648,LAML
ACH-000596,6914657,-0.321271,NA
ACH-000269,3062316,2.190271,GBM
ACH-000065,704473,2.127331,LAML
ACH-000930,10027278,1.866815,BRCA
ACH-000562,2375,5.182145,LUAD
ACH-000473,3385,2.514977,BLCA
ACH-000315,5113032,4.951907,DLBC
ACH-001306,9956222,3.04481,THCA
ACH-000744,24951314,0.870466,LUAD
ACH-000384,159324,4.768472,BLCA
ACH-000169,11625818,4.837745,SARC
ACH-000189,49806720,6.220263,KIRC
ACH-000270,9956222,3.525262,PAAD
ACH-000722,24756910,0.637355,COAD/READ
ACH-000515,20635522,3.909152,SCLC
ACH-000515,66577006,5.030341,SCLC
ACH-000169,85668777,6.802067,SARC
ACH-000201,5113032,5.813012,SARC
ACH-000403,24756910,-0.143533,COAD/READ
ACH-000935,54676905,5.254277,COAD/READ
ACH-000633,66577006,4.164865,STAD
ACH-000087,5289247,2.8093,SARC
ACH-000298,11625818,5.207459,SCLC
ACH-000384,25167777,-0.343424,BLCA
ACH-000102,5280757,-2.294021,GBM
ACH-000624,44632017,0.547066,BRCA
ACH-000703,25124816,3.368803,SCLC
ACH-000772,9868037,3.184244,SARC
ACH-000979,24756910,-0.863748,PRAD
ACH-000663,2375,3.158493,OV
ACH-000637,46224516,2.891671,ESCA
ACH-000890,176167,5.964803,SCLC
ACH-000530,25257557,5.417773,SCLC
ACH-000365,25195352,3.303915,DLBC
ACH-000795,16747388,0.845603,ALL
ACH-000716,11404337,-2.42271,THCA
ACH-000148,46224516,5.073689,BRCA
ACH-000532,10390396,4.542361,COAD/READ
ACH-000554,704473,4.63384,BRCA
ACH-000989,16722836,0.147468,COAD/READ
ACH-000718,9868037,5.574244,LUAD
ACH-000004,11844351,3.19013,LAML
ACH-000678,9858940,5.811165,STAD
ACH-000551,10113978,3.769548,LCML
ACH-000859,9813758,1.607889,BRCA
ACH-000456,11373846,4.62087,THCA
ACH-000219,25102847,2.048018,SKCM
ACH-000617,85668777,7.139168,OV
ACH-000059,9952773,1.483387,ALL
ACH-000879,10200390,2.635097,UCEC
ACH-000697,11178236,-3.963126,DLBC
ACH-000183,49821040,4.303722,MM
ACH-000040,6918848,0.632972,GBM
ACH-000186,24785538,2.104772,UNABLE TO CLASSIFY
ACH-000303,9549184,4.232409,STAD
ACH-000749,46943432,2.874744,SCLC
ACH-000318,46885626,1.977018,ESCA
ACH-000781,9858940,5.283843,LUAD
ACH-000118,2375,2.813038,PAAD
ACH-000410,6450816,1.185258,SARC
ACH-000040,11373846,6.14922,GBM
ACH-000878,11707110,-6.442489,LUSC
ACH-000159,9858940,4.389036,KIRC
